

Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
03/17/2026,"DIVIDEND RECEIVED AMCOR PLC ORD USD0.05 (REV SPT) (AMCR) (Cash)",AMCR,"AMCOR PLC ORD USD0.05 (REV SPT)",Cash,,0.000,,,,165.6,717.47,
03/13/2026,"DIVIDEND RECEIVED TERADYNE INC COM USD0.125 (TER) (Cash)",TER,"TERADYNE INC COM USD0.125",Cash,,0.000,,,,8.73,551.87,
03/13/2026,"DIVIDEND RECEIVED KEYCORP COM (KEY) (Cash)",KEY,"KEYCORP COM",Cash,,0.000,,,,413.97,543.14,
03/13/2026,"DIVIDEND RECEIVED HUNTINGTON INGALLS INDUSTRIES INC (HII) (Cash)",HII,"HUNTINGTON INGALLS INDUSTRIES INC",Cash,,0.000,,,,50.65,129.17,
03/13/2026,"FEE CHARGED TE CONNECTIVITY PLC COM USD0.01 (TEL) (Cash)",TEL,"TE CONNECTIVITY PLC COM USD0.01",Cash,,0.000,,,,-0.16,78.52,
03/13/2026,"DIVIDEND RECEIVED TE CONNECTIVITY PLC COM USD0.01 (TEL) (Cash)",TEL,"TE CONNECTIVITY PLC COM USD0.01",Cash,,0.000,,,,35.3,78.68,
03/10/2026,"DIVIDEND RECEIVED ELI LILLY &CO COM (LLY) (Cash)",LLY,"ELI LILLY &CO COM",Cash,,0.000,,,,36.9,43.38,
03/09/2026,"YOU BOUGHT WESTERN DIGITAL CORP. COM (WDC) (Cash)",WDC,"WESTERN DIGITAL CORP. COM",Cash,256.7,92,,,,-23616.4,6.48,03/10/2026
03/09/2026,"YOU BOUGHT WESTERN DIGITAL CORP. COM (WDC) (Cash)",WDC,"WESTERN DIGITAL CORP. COM",Cash,256.7,0.733,,,,-188.16,23622.88,03/10/2026
03/09/2026,"YOU BOUGHT WARNER BROS DISCOVERY INC COM SER A (WBD) (Cash)",WBD,"WARNER BROS DISCOVERY INC COM SER A",Cash,27.81,796,,,,-22136.76,23811.04,03/10/2026
03/09/2026,"YOU BOUGHT WARNER BROS DISCOVERY INC COM SER A (WBD) (Cash)",WBD,"WARNER BROS DISCOVERY INC COM SER A",Cash,27.81,1,,,,-27.81,45947.80,03/10/2026
03/09/2026,"YOU BOUGHT WARNER BROS DISCOVERY INC COM SER A (WBD) (Cash)",WBD,"WARNER BROS DISCOVERY INC COM SER A",Cash,27.82,0.123,,,,-3.42,45975.61,03/10/2026
03/09/2026,"YOU BOUGHT VIATRIS INC COM (VTRS) (Cash)",VTRS,"VIATRIS INC COM",Cash,13.96,1214,,,,-16947.32,45979.03,03/10/2026
03/09/2026,"YOU BOUGHT VIATRIS INC COM (VTRS) (Cash)",VTRS,"VIATRIS INC COM",Cash,13.96,0.557,,,,-7.77,62926.35,03/10/2026
03/09/2026,"YOU BOUGHT VALERO ENERGY CORP COM (VLO) (Cash)",VLO,"VALERO ENERGY CORP COM",Cash,219.25,64,,,,-14031.99,62934.12,03/10/2026
03/09/2026,"YOU BOUGHT VALERO ENERGY CORP COM (VLO) (Cash)",VLO,"VALERO ENERGY CORP COM",Cash,219.07,0.658,,,,-144.15,76966.11,03/10/2026
03/09/2026,"YOU BOUGHT US BANCORP (USB) (Cash)",USB,"US BANCORP",Cash,50.84,278,,,,-14132.13,77110.26,03/10/2026
03/09/2026,"YOU BOUGHT US BANCORP (USB) (Cash)",USB,"US BANCORP",Cash,50.84,0.683,,,,-34.72,91242.39,03/10/2026
03/09/2026,"YOU BOUGHT TRUIST FINL CORP COM (TFC) (Cash)",TFC,"TRUIST FINL CORP COM",Cash,45.67,305,,,,-13927.83,91277.11,03/10/2026
03/09/2026,"YOU BOUGHT TRUIST FINL CORP COM (TFC) (Cash)",TFC,"TRUIST FINL CORP COM",Cash,45.67,0.032,,,,-1.46,105204.94,03/10/2026
03/09/2026,"YOU BOUGHT TERADYNE INC COM USD0.125 (TER) (Cash)",TER,"TERADYNE INC COM USD0.125",Cash,286.89,90,,,,-25820.15,105206.40,03/10/2026
03/09/2026,"YOU BOUGHT TERADYNE INC COM USD0.125 (TER) (Cash)",TER,"TERADYNE INC COM USD0.125",Cash,286.73,0.826,,,,-236.84,131026.55,03/10/2026
03/09/2026,"YOU BOUGHT TAPESTRY INC COM (TPR) (Cash)",TPR,"TAPESTRY INC COM",Cash,140.59,106,,,,-14902.53,131263.39,03/10/2026
03/09/2026,"YOU BOUGHT TAPESTRY INC COM (TPR) (Cash)",TPR,"TAPESTRY INC COM",Cash,140.47,0.081,,,,-11.38,146165.92,03/10/2026
03/09/2026,"YOU BOUGHT SYNCHRONY FINANCIAL COM (SYF) (Cash)",SYF,"SYNCHRONY FINANCIAL COM",Cash,65.64,200,,,,-13127,146177.30,03/10/2026
03/09/2026,"YOU BOUGHT SYNCHRONY FINANCIAL COM (SYF) (Cash)",SYF,"SYNCHRONY FINANCIAL COM",Cash,65.65,60,,,,-3939,159304.30,03/10/2026
03/09/2026,"YOU BOUGHT SYNCHRONY FINANCIAL COM (SYF) (Cash)",SYF,"SYNCHRONY FINANCIAL COM",Cash,65.64,0.885,,,,-58.09,163243.30,03/10/2026
03/09/2026,"YOU BOUGHT STATE STREET CORP (STT) (Cash)",STT,"STATE STREET CORP",Cash,118.18,119,,,,-14063.42,163301.39,03/10/2026
03/09/2026,"YOU BOUGHT STATE STREET CORP (STT) (Cash)",STT,"STATE STREET CORP",Cash,118.22,0.152,,,,-17.97,177364.81,03/10/2026
03/09/2026,"YOU BOUGHT REGIONS FINANCIAL CORP NEW COM (RF) (Cash)",RF,"REGIONS FINANCIAL CORP NEW COM",Cash,26.25,566,,,,-14857.44,177382.78,03/10/2026
03/09/2026,"YOU BOUGHT REGIONS FINANCIAL CORP NEW COM (RF) (Cash)",RF,"REGIONS FINANCIAL CORP NEW COM",Cash,26.25,0.844,,,,-22.15,192240.22,03/10/2026
03/09/2026,"YOU BOUGHT PRUDENTIAL FINANCIAL INC (PRU) (Cash)",PRU,"PRUDENTIAL FINANCIAL INC",Cash,94.45,174,,,,-16434.3,192262.37,03/10/2026
03/09/2026,"YOU BOUGHT PRUDENTIAL FINANCIAL INC (PRU) (Cash)",PRU,"PRUDENTIAL FINANCIAL INC",Cash,94.39,0.973,,,,-91.84,208696.67,03/10/2026
03/09/2026,"YOU BOUGHT PHILLIPS 66 (PSX) (Cash)",PSX,"PHILLIPS 66",Cash,163.37,97,,,,-15846.89,208788.51,03/10/2026
03/09/2026,"YOU BOUGHT PHILLIPS 66 (PSX) (Cash)",PSX,"PHILLIPS 66",Cash,163.48,0.855,,,,-139.78,224635.40,03/10/2026
03/09/2026,"YOU BOUGHT PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Cash,155.54,100,,,,-15554.5,224775.18,03/10/2026
03/09/2026,"YOU BOUGHT PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Cash,155.56,74,,,,-11511.44,240329.68,03/10/2026
03/09/2026,"YOU BOUGHT PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)",PLTR,"PALANTIR TECHNOLOGIES INC CL A",Cash,155.54,0.665,,,,-103.44,251841.12,03/10/2026
03/09/2026,"YOU BOUGHT EX-DIV DATE 03/11/26RECORD DATE 03/11/26PAYABLE DTE 04/09/26 OMNICOM GROUP INC COM USD0.15 (OMC) (Cash)",OMC,"OMNICOM GROUP INC COM USD0.15",Cash,83.23,225,,,,-18726.75,251944.56,03/10/2026
03/09/2026,"YOU BOUGHT EX-DIV DATE 03/11/26RECORD DATE 03/11/26PAYABLE DTE 04/09/26 OMNICOM GROUP INC COM USD0.15 (OMC) (Cash)",OMC,"OMNICOM GROUP INC COM USD0.15",Cash,83.26,0.25,,,,-20.81,270671.31,03/10/2026
03/09/2026,"YOU BOUGHT EX-DIV DATE 03/11/26RECORD DATE 03/11/26PAYABLE DTE 04/01/26 NVIDIA CORPORATION COM (NVDA) (Cash)",NVDA,"NVIDIA CORPORATION COM",Cash,179.81,103,,,,-18520.43,270692.12,03/10/2026
03/09/2026,"YOU BOUGHT EX-DIV DATE 03/11/26RECORD DATE 03/11/26PAYABLE DTE 04/01/26 NVIDIA CORPORATION COM (NVDA) (Cash)",NVDA,"NVIDIA CORPORATION COM",Cash,179.82,0.252,,,,-45.31,289212.55,03/10/2026
03/09/2026,"YOU BOUGHT NEWMONT CORP COM ISIN #US6516391066 ... (NEM) (Cash)",NEM,"NEWMONT CORP COM ISIN #US6516391066 SED",Cash,110.9,249,,,,-27614.1,289257.86,03/10/2026
03/09/2026,"YOU BOUGHT NEWMONT CORP COM ISIN #US6516391066 ... (NEM) (Cash)",NEM,"NEWMONT CORP COM ISIN #US6516391066 SED",Cash,110.87,0.977,,,,-108.32,316871.96,03/10/2026
03/09/2026,"YOU BOUGHT MICRON TECHNOLOGY INC (MU) (Cash)",MU,"MICRON TECHNOLOGY INC",Cash,363.84,83,,,,-30198.71,316980.28,03/10/2026
03/09/2026,"YOU BOUGHT MICRON TECHNOLOGY INC (MU) (Cash)",MU,"MICRON TECHNOLOGY INC",Cash,363.58,0.702,,,,-255.23,347178.99,03/10/2026
03/09/2026,"YOU BOUGHT LAM RESEARCH CORP COM NEW (LRCX) (Cash)",LRCX,"LAM RESEARCH CORP COM NEW",Cash,203.91,105,,,,-21410.04,347434.22,03/10/2026
03/09/2026,"YOU BOUGHT LAM RESEARCH CORP COM NEW (LRCX) (Cash)",LRCX,"LAM RESEARCH CORP COM NEW",Cash,203.8,0.282,,,,-57.47,368844.26,03/10/2026
03/09/2026,"YOU BOUGHT KEYCORP COM (KEY) (Cash)",KEY,"KEYCORP COM",Cash,19.11,1343,,,,-25664.73,368901.73,03/10/2026
03/09/2026,"YOU BOUGHT KEYCORP COM (KEY) (Cash)",KEY,"KEYCORP COM",Cash,19.12,0.877,,,,-16.77,394566.46,03/10/2026
03/09/2026,"YOU BOUGHT KLA CORP COM NEW (KLAC) (Cash)",KLAC,"KLA CORP COM NEW",Cash,1384.38,13,,,,-17996.94,394583.23,03/10/2026
03/09/2026,"YOU BOUGHT KLA CORP COM NEW (KLAC) (Cash)",KLAC,"KLA CORP COM NEW",Cash,1385.65,0.539,,,,-746.87,412580.17,03/10/2026
03/09/2026,"YOU BOUGHT INTEL CORP COM USD0.001 (INTC) (Cash)",INTC,"INTEL CORP COM USD0.001",Cash,44.15,336,,,,-14834.37,413327.04,03/10/2026
03/09/2026,"YOU BOUGHT INTEL CORP COM USD0.001 (INTC) (Cash)",INTC,"INTEL CORP COM USD0.001",Cash,44.14,0.963,,,,-42.51,428161.41,03/10/2026
03/09/2026,"YOU BOUGHT HUNTINGTON INGALLS INDUSTRIES INC (HII) (Cash)",HII,"HUNTINGTON INGALLS INDUSTRIES INC",Cash,422.57,56,,,,-23663.92,428203.92,03/10/2026
03/09/2026,"YOU BOUGHT HUNTINGTON INGALLS INDUSTRIES INC (HII) (Cash)",HII,"HUNTINGTON INGALLS INDUSTRIES INC",Cash,423.33,0.906,,,,-383.54,451867.84,03/10/2026
03/09/2026,"YOU BOUGHT HASBRO INC COM USD0.50 (HAS) (Cash)",HAS,"HASBRO INC COM USD0.50",Cash,93.16,189,,,,-17606.79,452251.38,03/10/2026
03/09/2026,"YOU BOUGHT HASBRO INC COM USD0.50 (HAS) (Cash)",HAS,"HASBRO INC COM USD0.50",Cash,93.16,0.294,,,,-27.39,469858.17,03/10/2026
03/09/2026,"YOU BOUGHT GOLDMAN SACHS GROUP INC COM USD0.01 (GS) (Cash)",GS,"GOLDMAN SACHS GROUP INC COM USD0.01",Cash,810.85,17,,,,-13784.45,469885.56,03/10/2026
03/09/2026,"YOU BOUGHT GOLDMAN SACHS GROUP INC COM USD0.01 (GS) (Cash)",GS,"GOLDMAN SACHS GROUP INC COM USD0.01",Cash,811.34,0.646,,,,-524.12,483670.01,03/10/2026
03/09/2026,"YOU BOUGHT GENERAL MTRS CO COM (GM) (Cash)",GM,"GENERAL MTRS CO COM",Cash,73.13,209,,,,-15284.17,484194.13,03/10/2026
03/09/2026,"YOU BOUGHT GENERAL MTRS CO COM (GM) (Cash)",GM,"GENERAL MTRS CO COM",Cash,73.14,0.503,,,,-36.79,499478.30,03/10/2026
03/09/2026,"YOU BOUGHT GE VERNOVA INC COM (GEV) (Cash)",GEV,"GE VERNOVA INC COM",Cash,810.6,31,,,,-25128.6,499515.09,03/10/2026
03/09/2026,"YOU BOUGHT GE VERNOVA INC COM (GEV) (Cash)",GEV,"GE VERNOVA INC COM",Cash,810.6,0.836,,,,-677.66,524643.69,03/10/2026
03/09/2026,"YOU BOUGHT FIRST SOLAR INC (FSLR) (Cash)",FSLR,"FIRST SOLAR INC",Cash,195.13,73,,,,-14244.13,525321.35,03/10/2026
03/09/2026,"YOU BOUGHT FIRST SOLAR INC (FSLR) (Cash)",FSLR,"FIRST SOLAR INC",Cash,195.15,0.663,,,,-129.38,539565.48,03/10/2026
03/09/2026,"YOU BOUGHT EVERSOURCE ENERGY (ES) (Cash)",ES,"EVERSOURCE ENERGY",Cash,73.5,223,,,,-16390.5,539694.86,03/10/2026
03/09/2026,"YOU BOUGHT EVERSOURCE ENERGY (ES) (Cash)",ES,"EVERSOURCE ENERGY",Cash,73.5,0.478,,,,-35.13,556085.36,03/10/2026
03/09/2026,"YOU BOUGHT EDISON INTERNATIONAL (EIX) (Cash)",EIX,"EDISON INTERNATIONAL",Cash,70,274,,,,-19180,556120.49,03/10/2026
03/09/2026,"YOU BOUGHT EDISON INTERNATIONAL (EIX) (Cash)",EIX,"EDISON INTERNATIONAL",Cash,70.02,0.689,,,,-48.24,575300.49,03/10/2026
03/09/2026,"YOU BOUGHT EQT CORP COM (EQT) (Cash)",EQT,"EQT CORP COM",Cash,62.42,232,,,,-14481.44,575348.73,03/10/2026
03/09/2026,"YOU BOUGHT EQT CORP COM (EQT) (Cash)",EQT,"EQT CORP COM",Cash,62.44,0.64,,,,-39.96,589830.17,03/10/2026
03/09/2026,"YOU BOUGHT DOLLAR GEN CORP NEW COM (DG) (Cash)",DG,"DOLLAR GEN CORP NEW COM",Cash,144.21,106,,,,-15286.26,589870.13,03/10/2026
03/09/2026,"YOU BOUGHT DOLLAR GEN CORP NEW COM (DG) (Cash)",DG,"DOLLAR GEN CORP NEW COM",Cash,144.21,0.435,,,,-62.73,605156.39,03/10/2026
03/09/2026,"YOU BOUGHT CORNING INC (GLW) (Cash)",GLW,"CORNING INC",Cash,125.38,132,,,,-16550.15,605219.12,03/10/2026
03/09/2026,"YOU BOUGHT CORNING INC (GLW) (Cash)",GLW,"CORNING INC",Cash,125.33,0.103,,,,-12.91,621769.27,03/10/2026
03/09/2026,"YOU BOUGHT CITIZENS FINL GROUP INC COM (CFG) (Cash)",CFG,"CITIZENS FINL GROUP INC COM",Cash,56.47,297,,,,-16770.11,621782.18,03/10/2026
03/09/2026,"YOU BOUGHT CITIZENS FINL GROUP INC COM (CFG) (Cash)",CFG,"CITIZENS FINL GROUP INC COM",Cash,56.46,0.828,,,,-46.75,638552.29,03/10/2026
03/09/2026,"YOU BOUGHT CITIGROUP INC (C) (Cash)",C,"CITIGROUP INC",Cash,103.57,100,,,,-10357,638599.04,03/10/2026
03/09/2026,"YOU BOUGHT CITIGROUP INC (C) (Cash)",C,"CITIGROUP INC",Cash,103.56,42,,,,-4349.52,648956.04,03/10/2026
03/09/2026,"YOU BOUGHT CITIGROUP INC (C) (Cash)",C,"CITIGROUP INC",Cash,103.56,0.933,,,,-96.62,653305.56,03/10/2026
03/09/2026,"YOU BOUGHT CINCINNATI FINANCIAL CORP COM USD2.00 (CINF) (Cash)",CINF,"CINCINNATI FINANCIAL CORP COM USD2.00",Cash,161.15,87,,,,-14020.05,653402.18,03/10/2026
03/09/2026,"YOU BOUGHT CINCINNATI FINANCIAL CORP COM USD2.00 (CINF) (Cash)",CINF,"CINCINNATI FINANCIAL CORP COM USD2.00",Cash,161.15,0.666,,,,-107.33,667422.23,03/10/2026
03/09/2026,"YOU BOUGHT EXPAND ENERGY CORPORATION COMMON STOCK (EXE) (Cash)",EXE,"EXPAND ENERGY CORPORATION COMMON STOCK",Cash,108.11,152,,,,-16432.72,667529.56,03/10/2026
03/09/2026,"YOU BOUGHT EXPAND ENERGY CORPORATION COMMON STOCK (EXE) (Cash)",EXE,"EXPAND ENERGY CORPORATION COMMON STOCK",Cash,108.11,0.211,,,,-22.81,683962.28,03/10/2026
03/09/2026,"YOU BOUGHT CENTENE CORP (CNC) (Cash)",CNC,"CENTENE CORP",Cash,43.3,331,,,,-14332.3,683985.09,03/10/2026
03/09/2026,"YOU BOUGHT CENTENE CORP (CNC) (Cash)",CNC,"CENTENE CORP",Cash,43.3,0.939,,,,-40.66,698317.39,03/10/2026
03/09/2026,"YOU BOUGHT CATERPILLAR INC COM (CAT) (Cash)",CAT,"CATERPILLAR INC COM",Cash,687.02,21,,,,-14427.32,698358.05,03/10/2026
03/09/2026,"YOU BOUGHT CATERPILLAR INC COM (CAT) (Cash)",CAT,"CATERPILLAR INC COM",Cash,687.02,0.077,,,,-52.9,712785.37,03/10/2026
03/09/2026,"YOU BOUGHT BROADCOM INC COM (AVGO) (Cash)",AVGO,"BROADCOM INC COM",Cash,343.04,42,,,,-14407.68,712838.27,03/10/2026
03/09/2026,"YOU BOUGHT BROADCOM INC COM (AVGO) (Cash)",AVGO,"BROADCOM INC COM",Cash,343.04,0.399,,,,-136.87,727245.95,03/10/2026
03/09/2026,"YOU BOUGHT BANK AMERICA CORP COM (BAC) (Cash)",BAC,"BANK AMERICA CORP COM",Cash,47.21,295,,,,-13925.48,727382.82,03/10/2026
03/09/2026,"YOU BOUGHT BANK AMERICA CORP COM (BAC) (Cash)",BAC,"BANK AMERICA CORP COM",Cash,47.21,0.737,,,,-34.79,741308.30,03/10/2026
03/09/2026,"YOU BOUGHT APPLIED MATERIALS INC COM USD0.01 (AMAT) (Cash)",AMAT,"APPLIED MATERIALS INC COM USD0.01",Cash,328.54,44,,,,-14455.76,741343.09,03/10/2026
03/09/2026,"YOU BOUGHT APPLIED MATERIALS INC COM USD0.01 (AMAT) (Cash)",AMAT,"APPLIED MATERIALS INC COM USD0.01",Cash,328.53,0.615,,,,-202.04,755798.85,03/10/2026
03/09/2026,"YOU BOUGHT APA CORPORATION COM (APA) (Cash)",APA,"APA CORPORATION COM",Cash,33.17,440,,,,-14597,756000.89,03/10/2026
03/09/2026,"YOU BOUGHT APA CORPORATION COM (APA) (Cash)",APA,"APA CORPORATION COM",Cash,33.17,0.093,,,,-3.09,770597.89,03/10/2026
03/09/2026,"YOU BOUGHT AMPHENOL CORP CLASS A COM USD0.001 (APH) (Cash)",APH,"AMPHENOL CORP CLASS A COM USD0.001",Cash,132.58,170,,,,-22538.6,770600.98,03/10/2026
03/09/2026,"YOU BOUGHT AMPHENOL CORP CLASS A COM USD0.001 (APH) (Cash)",APH,"AMPHENOL CORP CLASS A COM USD0.001",Cash,132.64,0.444,,,,-58.89,793139.58,03/10/2026
03/09/2026,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,300.02,55,,,,-16500.83,793198.47,03/10/2026
03/09/2026,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,300.02,0.746,,,,-223.81,809699.30,03/10/2026
03/09/2026,"YOU BOUGHT ALLSTATE CORP COM USD0.01 (ALL) (Cash)",ALL,"ALLSTATE CORP COM USD0.01",Cash,207.46,70,,,,-14522.2,809923.11,03/10/2026
03/09/2026,"YOU BOUGHT ALLSTATE CORP COM USD0.01 (ALL) (Cash)",ALL,"ALLSTATE CORP COM USD0.01",Cash,207.64,0.769,,,,-159.67,824445.31,03/10/2026
03/09/2026,"YOU BOUGHT EX-DIV DATE 03/13/26RECORD DATE 03/13/26PAYABLE DTE 04/01/26 ALBEMARLE CORP COM USD0.01 (ALB) (Cash)",ALB,"ALBEMARLE CORP COM USD0.01",Cash,163.45,139,,,,-22718.86,824604.98,03/10/2026
03/09/2026,"YOU BOUGHT EX-DIV DATE 03/13/26RECORD DATE 03/13/26PAYABLE DTE 04/01/26 ALBEMARLE CORP COM USD0.01 (ALB) (Cash)",ALB,"ALBEMARLE CORP COM USD0.01",Cash,163.63,1,,,,-163.63,847323.84,03/10/2026
03/09/2026,"YOU BOUGHT EX-DIV DATE 03/13/26RECORD DATE 03/13/26PAYABLE DTE 04/01/26 ALBEMARLE CORP COM USD0.01 (ALB) (Cash)",ALB,"ALBEMARLE CORP COM USD0.01",Cash,163.45,0.008,,,,-1.31,847487.47,03/10/2026
03/09/2026,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,192.1,142,,,,-27278.2,847488.78,03/10/2026
03/09/2026,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,192.1,0.391,,,,-75.11,874766.98,03/10/2026
03/09/2026,"YOU BOUGHT SEAGATE TECHNOLOGY HLDGS PUB LTD CO ... (STX) (Cash)",STX,"SEAGATE TECHNOLOGY HLDGS PUB LTD CO SEA",Cash,361.54,62,,,,-22415.17,874842.09,03/10/2026
03/09/2026,"YOU BOUGHT SEAGATE TECHNOLOGY HLDGS PUB LTD CO ... (STX) (Cash)",STX,"SEAGATE TECHNOLOGY HLDGS PUB LTD CO SEA",Cash,361.89,0.834,,,,-301.82,897257.26,03/10/2026
03/09/2026,"YOU BOUGHT INVESCO LTD (IVZ) (Cash)",IVZ,"INVESCO LTD",Cash,23.12,748,,,,-17290.24,897559.08,03/10/2026
03/09/2026,"YOU BOUGHT INVESCO LTD (IVZ) (Cash)",IVZ,"INVESCO LTD",Cash,23.12,0.612,,,,-14.15,914849.32,03/10/2026
03/05/2026,"YOU SOLD WARNER BROS DISCOVERY INC COM SER A (WBD) (Cash)",WBD,"WARNER BROS DISCOVERY INC COM SER A",Cash,27.91,-0.002,,,,0.06,914863.47,03/06/2026
03/05/2026,"YOU SOLD WARNER BROS DISCOVERY INC COM SER A (WBD) (Cash)",WBD,"WARNER BROS DISCOVERY INC COM SER A",Cash,27.91,-833,,,,23244.87,914863.41,03/06/2026
03/05/2026,"YOU SOLD VALERO ENERGY CORP COM (VLO) (Cash)",VLO,"VALERO ENERGY CORP COM",Cash,228.84,-0.009,,,,2.06,891618.54,03/06/2026
03/05/2026,"YOU SOLD VALERO ENERGY CORP COM (VLO) (Cash)",VLO,"VALERO ENERGY CORP COM",Cash,228.95,-67,,,,15339.65,891616.48,03/06/2026
03/05/2026,"YOU SOLD UBER TECHNOLOGIES INC COM (UBER) (Cash)",UBER,"UBER TECHNOLOGIES INC COM",Cash,75.75,-0.84,,,,63.63,876276.83,03/06/2026
03/05/2026,"YOU SOLD UBER TECHNOLOGIES INC COM (UBER) (Cash)",UBER,"UBER TECHNOLOGIES INC COM",Cash,75.75,-161,,,,12194.95,876213.20,03/06/2026
03/05/2026,"YOU SOLD TERADYNE INC COM USD0.125 (TER) (Cash)",TER,"TERADYNE INC COM USD0.125",Cash,305.98,-0.137,,,,41.92,864018.25,03/06/2026
03/05/2026,"YOU SOLD TERADYNE INC COM USD0.125 (TER) (Cash)",TER,"TERADYNE INC COM USD0.125",Cash,305.98,-67,,,,20500.66,863976.33,03/06/2026
03/05/2026,"YOU SOLD TAKE-TWO INTERACTIVE SOFTWARE INC (TTWO) (Cash)",TTWO,"TAKE-TWO INTERACTIVE SOFTWARE INC",Cash,215.04,-0.633,,,,136.12,843475.67,03/06/2026
03/05/2026,"YOU SOLD TAKE-TWO INTERACTIVE SOFTWARE INC (TTWO) (Cash)",TTWO,"TAKE-TWO INTERACTIVE SOFTWARE INC",Cash,214.86,-54,,,,11602.45,843339.55,03/06/2026
03/05/2026,"YOU SOLD SYNCHRONY FINANCIAL COM (SYF) (Cash)",SYF,"SYNCHRONY FINANCIAL COM",Cash,68.69,-0.197,,,,13.53,831737.10,03/06/2026
03/05/2026,"YOU SOLD SYNCHRONY FINANCIAL COM (SYF) (Cash)",SYF,"SYNCHRONY FINANCIAL COM",Cash,68.69,-172,,,,11814.68,831723.57,03/06/2026
03/05/2026,"YOU SOLD STATE STREET CORP (STT) (Cash)",STT,"STATE STREET CORP",Cash,125.18,-0.138,,,,17.27,819908.89,03/06/2026
03/05/2026,"YOU SOLD STATE STREET CORP (STT) (Cash)",STT,"STATE STREET CORP",Cash,125.18,-80,,,,10014,819891.62,03/06/2026
03/05/2026,"YOU SOLD SOLVENTUM CORP COM SHS (SOLV) (Cash)",SOLV,"SOLVENTUM CORP COM SHS",Cash,70.71,-0.482,,,,34.08,809877.62,03/06/2026
